@relation 'pca.df'
@attribute 'PC1' numeric
@attribute 'PC2' numeric
@attribute 'PC3' numeric
@attribute 'PC4' numeric
@attribute 'PC5' numeric
@attribute 'PC6' numeric
@attribute 'PC7' numeric
@attribute 'PC8' numeric
@attribute 'PC9' numeric
@attribute 'PC10' numeric
@attribute 'PC11' numeric
@attribute 'PC12' numeric
@attribute 'PC13' numeric
@attribute 'Class' {'1','2','3'}
@data
-1.5241065288578,4.01928596007863,0.966650786654309,4.66985259582184,-1.15263105144848,-0.662366718102189,0.621577654627365,0.48311584519021,-1.14842448475208,-0.258774691945502,0.507531262618707,0.370135106521647,0.0687831755683081,"1"
-2.29877525345047,-1.86396473979432,-1.17701820963397,-0.0738601650468269,0.309317807303322,0.652171129646419,-0.739455967867242,0.410092349248179,-0.197693999157705,-0.489244563986081,0.163835995787945,-0.215629517461285,0.125817340322671,"1"
-2.28341721074237,-2.01399575428695,-1.24583156596561,-0.109572072915568,0.398461445552692,0.70232199601919,-0.59828550739585,0.446086925217231,-0.365508435342041,-0.438191218647464,0.25317054116486,-0.178626620206561,0.122077447602944,"1"
-2.42619081966764,-0.00323503578027107,0.24207787125658,-0.21170024569163,-1.00077314742505,1.87972461301043,0.296700862845034,-0.122755404162332,1.21540302157018,-0.063275507260225,0.12109676300827,0.230762998849824,-0.098788897996763,"1"
-2.72566930277666,-0.308803887537454,-1.37190407375805,0.504490216370125,1.15309118138025,0.475605868552064,-1.14347300855838,-0.512748365754205,-0.264647533862813,-0.033910077231626,0.0144289566867713,0.187212856462546,0.130239028088361,"1"
-0.0473467486265185,-0.871149372111944,-0.257208198363254,2.38223323516437,-3.2981830345885,-1.09066493739145,-2.59605858640779,0.252672220616961,0.380344341618245,0.164098399513194,-0.319680739950291,0.11429760282328,-0.208411340697285,"1"
1.12709677096643,-2.00666669552151,-1.67387247861918,0.264640821179677,0.330320035593771,0.0569866194722788,0.851812991980981,-0.268783458609565,0.387300338438527,-0.625490103525787,-0.23749257161139,-0.0360342279366808,-0.0506354166763936,"1"
1.24142687808662,0.55977023014634,0.938667541976368,1.00411421780727,-0.648166882252596,-1.50480979352171,-0.228580495390356,-0.849409350815934,-0.106458429800702,-0.704092635597007,-0.295206892670479,0.286980333049441,0.181657419565129,"1"
1.21548855485291,-2.93683761084287,-2.11419236421811,0.118057990671604,0.783451271591332,0.266447706860794,1.94377551839096,-0.0529961041998111,-1.25297271833072,-0.028621000948818,0.463777872907594,0.311280773290084,-0.010293508011942,"1"
1.57145807035741,1.31159404177502,-0.143666187069454,-0.175547785077704,-2.39088018066176,0.606517556139585,-0.481956154339155,-0.232249431954327,-0.0644691536395841,-0.521996013792327,0.415213697417571,-0.20845317572728,-0.0164805734644702,"1"
